经度,纬度,date
108.320159,22.816135,2016-01-01 14:20:00
108.350448,22.797148999999997,2016-01-01 14:30:00
108.314075,22.767476000000002,2016-01-01 14:30:00
108.32068500000001,22.815255,2016-01-01 14:30:00
108.315919,22.813059,2016-01-01 14:39:00
108.32913300000001,22.807765,2016-01-01 15:00:00
108.349106,22.828145000000003,2016-01-01 15:00:00
108.31916799999999,22.817716,2016-01-01 15:06:00
108.300956,22.798419,2016-01-01 15:50:00
108.37945500000001,22.825637,2016-01-01 16:00:00
109.327119,22.776961,2016-01-01 17:00:00
108.33428,22.825046,2016-01-01 17:00:00
108.31791899999999,22.821272,2016-01-01 17:00:00
108.31820800000001,22.817632999999997,2016-01-01 17:29:00
108.44056,22.81171,2016-01-01 17:30:00
108.31863700000001,22.81475,2016-01-01 17:30:00
108.439421,22.808839000000003,2016-01-01 18:00:00
108.32068500000001,22.815255,2016-01-01 18:00:00
108.49544099999999,22.746325,2016-01-01 18:00:00
108.462046,22.807433,2016-01-01 18:28:00
108.492696,22.751870999999998,2016-01-01 18:30:00
108.36550600000001,22.85614,2016-01-01 18:55:00
108.343368,22.778303,2016-01-01 19:00:00
108.346553,22.836968,2016-01-01 19:00:00
108.329076,22.804346,2016-01-01 19:30:00
108.318308,22.825932,2016-01-01 19:50:00
108.322616,22.814188,2016-01-01 19:57:00
108.31380300000001,22.818236,2016-01-01 20:00:00
108.31781399999998,22.816271,2016-01-01 20:15:00
108.34066899999999,22.777348999999997,2016-01-01 21:00:00
108.346668,22.807976,2016-01-01 21:08:00
108.32633799999999,22.803478,2016-01-01 21:30:00
108.373727,22.817115,2016-01-01 22:00:00
108.335944,22.820971,2016-01-01 22:29:00
108.54895400000001,22.939549,2016-01-01 22:30:00
108.318247,22.825198999999998,2016-01-01 22:45:00
108.46271899999999,22.813714,2016-01-01 23:00:00
108.38396499999999,22.828425,2016-01-01 23:00:00
108.35705700000001,22.807396,2016-01-01 23:00:00
109.27435700000001,22.700437,2016-01-01 23:15:00
108.364006,22.828468,2016-01-01 23:30:00
108.345753,22.853182999999998,2016-01-02 00:15:00
108.364006,22.828468,2016-01-02 00:30:00
108.95066100000001,22.680567,2016-01-02 00:32:00
108.323277,22.822413,2016-01-02 01:38:00
108.38396499999999,22.828425,2016-01-02 02:00:00
108.32388300000001,22.813819,2016-01-02 03:03:00
108.313829,22.797182,2016-01-02 05:00:00
108.367616,22.799828,2016-01-02 05:20:00
108.321634,22.813506,2016-01-02 08:00:00
109.26933999999999,22.682434,2016-01-02 08:00:00
108.36243,22.866497,2016-01-02 09:00:00
108.315205,22.820369,2016-01-02 09:00:00
108.294549,22.790266,2016-01-02 10:00:00
109.213622,22.520787,2016-01-02 11:00:00
108.31781399999998,22.816271,2016-01-02 11:20:00
108.296651,22.802775,2016-01-02 11:30:00
108.315482,22.807358999999998,2016-01-02 11:30:00
108.343056,22.826189000000003,2016-01-02 12:00:00
108.328805,22.823428,2016-01-02 12:20:00
108.371874,22.812973,2016-01-02 13:20:00
108.318408,22.815998,2016-01-02 13:30:00
108.96261000000001,22.52165,2016-01-02 13:30:00
108.39684199999999,22.8953,2016-01-02 13:35:00
109.269272,22.682104000000002,2016-01-02 14:00:00
108.347073,22.807975,2016-01-02 14:02:00
108.335342,22.824804999999998,2016-01-02 14:10:00
108.32776299999999,22.830022,2016-01-02 14:20:00
108.43413500000001,22.808409,2016-01-02 14:56:00
108.384971,22.811941,2016-01-02 15:00:00
108.366078,22.80794,2016-01-02 15:00:00
108.36153999999999,22.841607999999997,2016-01-02 15:00:00
108.33366699999999,22.826845000000002,2016-01-02 15:18:00
108.32625,22.809285,2016-01-02 15:30:00
108.32406599999999,22.813968,2016-01-02 15:30:00
108.316654,22.781212,2016-01-02 15:30:00
108.31781399999998,22.816271,2016-01-02 15:40:00
108.298032,22.883235,2016-01-02 15:47:00
108.320421,22.815734,2016-01-02 15:56:00
108.39283700000001,22.811715,2016-01-02 16:00:00
108.33859299999999,22.820377,2016-01-02 16:10:00
108.332998,22.803055,2016-01-02 16:28:00
108.352589,22.811768,2016-01-02 17:49:00
109.26443200000001,22.687801,2016-01-02 18:00:00
108.319374,22.816951,2016-01-02 18:00:00
109.278586,22.696963,2016-01-02 17:15:00
108.323493,22.814743,2016-01-02 18:46:00
108.36393100000001,22.804569,2016-01-02 19:20:00
108.322616,22.814188,2016-01-02 19:30:00
108.32068500000001,22.815255,2016-01-02 19:43:00
108.344228,22.807379,2016-01-02 20:00:00
108.35817,22.824313,2016-01-02 20:00:00
108.40251799999999,22.822712,2016-01-02 20:00:00
108.458804,22.756573,2016-01-02 20:00:00
108.322616,22.814188,2016-01-02 20:18:00
108.373759,22.820625,2016-01-02 20:20:00
108.32115900000001,22.81915,2016-01-02 20:23:00
108.38745800000001,22.813578,2016-01-02 20:30:00
108.32068500000001,22.815255,2016-01-02 20:45:00
108.35351899999999,22.824934,2016-01-02 21:44:00
108.363029,22.806604,2016-01-02 21:46:00
108.371874,22.812973,2016-01-02 22:00:00
108.319103,22.815037,2016-01-02 22:22:00
108.32349199999999,22.816924,2016-01-02 23:00:00
108.40303899999999,22.811770000000003,2016-01-03 00:00:00
108.454633,22.809533,2016-01-03 00:30:00
109.029068,23.123041,2016-01-03 00:30:00
108.323586,22.809676,2016-01-03 01:00:00
108.37368500000001,22.817045,2016-01-03 01:30:00
108.40330800000001,22.811098,2016-01-03 02:30:00
109.389104,22.902927,2016-01-03 04:20:00
108.79474599999999,22.76661,2016-01-03 07:40:00
108.51473899999999,22.797701,2016-01-03 07:45:00
108.347699,22.859773999999998,2016-01-03 09:45:00
108.31931200000001,22.811242,2016-01-03 10:20:00
108.884199,22.875773000000002,2016-01-03 11:00:00
108.494743,22.747741,2016-01-03 11:00:00
108.315572,22.820245,2016-01-03 11:00:00
108.31860900000001,22.800860999999998,2016-01-03 12:50:00
108.33706000000001,22.826439999999998,2016-01-03 13:00:00
108.33384099999999,22.824334,2016-01-03 13:00:00
108.32373,22.814933,2016-01-03 13:30:00
108.350204,22.822374,2016-01-03 13:50:00
108.32331599999999,22.823852,2016-01-03 14:01:00
108.36856399999999,22.8171,2016-01-03 14:11:00
108.32171000000001,22.81348,2016-01-03 14:30:00
108.259933,22.827964,2016-01-03 15:00:00
108.385016,22.813833,2016-01-03 15:20:00
108.373476,22.817376,2016-01-03 15:26:00
108.384624,22.814263,2016-01-03 15:30:00
108.32115900000001,22.81915,2016-01-03 15:45:00
108.323756,22.81052,2016-01-03 15:50:00
108.330246,22.808022,2016-01-03 16:00:00
108.36108300000001,22.793183,2016-01-03 16:00:00
108.3619,22.804298,2016-01-03 16:30:00
108.320502,22.826816,2016-01-03 17:00:00
108.392532,22.811139,2016-01-03 17:30:00
108.386315,22.813892000000003,2016-01-03 17:30:00
108.449735,22.807302,2016-01-03 18:00:00
108.32388300000001,22.813819,2016-01-03 18:00:00
108.35311100000001,22.829727,2016-01-03 18:00:00
108.267668,22.800779000000002,2016-01-03 18:00:00
108.43658500000001,22.807317,2016-01-03 19:00:00
108.35058300000001,22.809473,2016-01-08 20:10:00
108.444198,22.811173999999998,2016-01-03 19:00:00
108.44905700000001,22.807966,2016-01-03 19:00:00
108.356682,22.835752,2016-01-03 19:00:00
108.324031,22.815956,2016-01-03 19:30:00
108.55595600000001,22.941203,2016-01-03 19:38:00
108.418471,22.877257,2016-01-03 19:47:00
108.419009,22.811984,2016-01-03 20:40:00
108.383664,22.815448999999997,2016-01-03 21:00:00
108.06469799999999,22.519098,2016-01-03 21:02:00
108.35307399999999,22.829027,2016-01-03 23:00:00
108.3344,22.818483999999998,2016-01-03 23:00:00
108.461265,22.813308,2016-01-04 00:00:00
109.26794,22.68102,2016-01-04 00:00:00
108.45741699999999,22.758213,2016-01-04 00:48:00
108.389657,22.830543,2016-01-04 01:00:00
108.33299099999999,22.841829999999998,2016-01-04 01:22:00
108.27391399999999,22.803614000000003,2016-01-04 01:30:00
108.802897,22.838762,2016-01-04 04:26:00
108.42519399999999,22.863086,2016-01-04 07:20:00
108.32873500000001,22.811818,2016-01-04 07:30:00
108.33241100000001,22.8332,2016-01-04 08:00:00
108.337989,22.821735999999998,2016-01-04 08:00:00
108.271273,22.778551,2016-01-04 08:37:00
108.37031999999999,22.802826,2016-01-04 09:00:00
108.32723200000001,22.809385,2016-01-04 10:00:00
108.330446,22.80975,2016-01-04 10:05:00
108.32398400000001,22.823814000000002,2016-01-04 10:20:00
108.49230800000001,22.751005,2016-01-04 10:30:00
108.090804,22.524369,2016-01-04 10:32:00
108.356233,22.823307,2016-01-04 11:41:00
108.404351,22.816239000000003,2016-01-04 12:00:00
108.368997,22.822326,2016-01-04 12:30:00
108.318247,22.825198999999998,2016-01-04 13:06:00
108.352554,22.810453,2016-01-04 13:11:00
109.278586,22.696963,2016-01-04 13:30:00
108.33633300000001,22.815697,2016-01-04 14:45:00
109.14582800000001,22.604054,2016-01-04 15:00:00
108.31703999999999,22.816728,2016-01-04 15:00:00
108.323095,22.820024,2016-01-04 15:10:00
109.278405,22.535897,2016-01-04 15:50:00
108.35041399999999,22.831832000000002,2016-01-04 16:00:00
108.328814,22.802999,2016-01-04 16:00:00
108.39591200000001,22.813785,2016-01-04 16:30:00
108.30737099999999,22.79867,2016-01-04 16:30:00
108.31131599999999,22.767601000000003,2016-01-04 16:40:00
108.45133200000001,22.804323999999998,2016-01-04 17:00:00
108.387083,22.787381,2016-01-04 17:00:00
108.458552,22.76172,2016-01-04 17:00:00
108.33111299999999,22.828702,2016-01-04 17:11:00
108.372957,22.812070000000002,2016-01-04 17:30:00
108.37268,22.811445000000003,2016-01-04 17:45:00
108.3528,22.816092,2016-01-04 18:00:00
108.33658999999999,22.804851,2016-01-07 17:30:00
108.350453,22.856068,2016-01-04 18:30:00
108.30737099999999,22.79867,2016-01-04 18:30:00
108.36270800000001,22.857732000000002,2016-01-04 18:40:00
108.444116,22.812372,2016-01-04 18:50:00
108.36978899999998,22.817804000000002,2016-01-04 18:50:00
108.337,22.81767,2016-01-04 18:55:00
108.32411,22.823449,2016-01-04 19:45:00
109.273922,22.693053,2016-01-04 20:00:00
108.341613,22.830247,2016-01-04 20:01:00
108.41226699999999,22.799207,2016-01-04 20:10:00
108.294083,22.796062,2016-01-04 20:10:00
108.382223,22.824776999999997,2016-01-04 20:30:00
108.31380300000001,22.818236,2016-01-04 20:30:00
108.325023,22.830538,2016-01-04 20:30:00
108.447842,22.806805999999998,2016-01-04 20:33:00
108.32183300000001,22.818967,2016-01-04 21:20:00
108.36384,22.839098999999997,2016-01-04 21:22:00
108.39505,22.813295999999998,2016-01-04 22:00:00
108.33316699999999,22.807,2016-01-05 01:30:00
108.31878,22.81795,2016-01-04 23:00:00
108.39418300000001,22.813613,2016-01-04 23:40:00
108.395701,22.814029,2016-01-04 23:40:00
108.41120900000001,22.82885,2016-01-05 00:00:00
108.324748,22.808166,2016-01-05 00:05:00
108.409737,22.808426,2016-01-05 00:10:00
108.084294,22.58253,2016-01-05 01:00:00
108.343933,22.865892000000002,2016-01-05 01:00:00
108.366601,22.822348,2016-01-05 01:05:00
108.279198,22.77307,2016-01-05 01:14:00
108.409737,22.808426,2016-01-05 01:50:00
108.32855,22.819155,2016-01-05 02:00:00
108.41120900000001,22.82885,2016-01-05 03:00:00
108.34773999999999,22.81706,2016-01-05 05:12:00
108.424319,22.873407,2016-01-05 05:23:00
108.352554,22.810453,2016-01-05 06:23:00
108.25863899999999,22.765396,2016-01-05 06:39:00
108.342146,22.829751,2016-01-05 08:00:00
108.084294,22.58253,2016-01-05 08:00:00
108.439591,22.805391,2016-01-05 08:10:00
108.369194,22.814231,2016-01-05 08:15:00
108.375836,22.821935999999997,2016-01-05 08:30:00
108.302552,22.777036,2016-01-05 08:30:00
108.48571899999999,22.758772,2016-01-05 08:46:00
108.277247,22.781741,2016-01-05 08:51:00
108.41978799999998,22.819101999999997,2016-01-05 09:00:00
108.36199099999999,22.805158,2016-01-05 09:15:00
109.328682,22.704404999999998,2016-01-05 09:29:00
108.36103,22.827795000000002,2016-01-05 09:30:00
108.40424399999999,22.815409,2016-01-05 09:30:00
108.32115900000001,22.81915,2016-01-05 10:00:00
109.278586,22.696963,2016-01-05 10:30:00
108.34378799999999,22.822674,2016-01-05 11:00:00
108.316598,22.817588,2016-01-05 11:20:00
108.320552,22.825833,2016-01-05 12:00:00
109.34073000000001,22.815974,2016-01-05 12:15:00
108.29968999999998,22.769271,2016-01-05 12:20:00
108.328453,22.809421,2016-01-05 12:30:00
108.32516399999999,22.808676000000002,2016-01-05 12:30:00
108.323575,22.817314,2016-01-05 12:30:00
108.49468,22.748874,2016-01-05 12:40:00
108.30659299999999,22.788675,2016-03-14 08:05:00
109.2707,22.708917,2016-01-05 13:10:00
108.49233100000001,22.591186999999998,2016-01-05 13:30:00
108.323672,22.822685999999997,2016-01-05 14:20:00
108.367616,22.799828,2016-01-05 14:30:00
109.25197,22.68802,2016-01-05 15:00:00
108.321132,22.815372,2016-01-05 15:20:00
108.322493,22.814881,2016-01-05 15:20:00
108.28177600000001,22.77361,2016-01-05 15:25:00
108.349281,22.824005,2016-01-05 15:30:00
108.371854,22.804306,2016-01-05 15:40:00
108.37044099999999,22.852418,2016-01-05 16:00:00
108.318049,22.818974,2016-01-05 16:00:00
108.47930900000001,22.807634,2016-01-05 16:20:00
109.27580800000001,22.669357,2016-01-05 16:45:00
108.329857,22.853529,2016-01-05 17:00:00
108.343977,22.855232,2016-01-05 17:20:00
108.318142,22.813644,2016-01-05 17:30:00
108.31916799999999,22.817716,2016-01-05 17:45:00
108.300956,22.798419,2016-01-05 18:20:00
108.32059,22.820718,2016-01-05 18:40:00
108.354069,22.856049,2016-01-05 18:40:00
108.34941699999999,22.830621,2016-01-05 19:00:00
108.338633,22.838967,2016-01-05 19:20:00
108.32183300000001,22.818967,2016-01-05 19:25:00
108.35056000000002,22.822915,2016-01-05 19:27:00
108.312018,22.797652,2016-01-05 19:50:00
108.336876,22.802223,2016-01-05 21:00:00
108.638003,22.722765,2016-01-05 21:00:00
108.26364199999999,22.756232999999998,2016-01-05 21:01:00
108.35398300000001,22.805406,2016-01-05 21:10:00
108.319405,22.819769,2016-01-05 21:20:00
108.357376,22.792038,2016-01-05 21:30:00
108.33887299999999,22.873310999999998,2016-01-05 22:00:00
108.31450500000001,22.804407,2016-01-05 22:00:00
108.407008,22.824711999999998,2016-01-05 22:25:00
108.322999,22.815148999999998,2016-01-05 22:30:00
108.368871,22.854021,2016-01-05 23:00:00
108.317149,22.82345,2016-01-05 23:00:00
108.350991,22.83766,2016-01-06 00:00:00
108.368119,22.860972,2016-01-06 01:00:00
108.373896,22.809825,2016-01-06 02:30:00
108.299442,22.781585999999997,2016-01-06 04:12:00
108.439591,22.805391,2016-01-06 05:00:00
108.2685,22.759679000000002,2016-01-06 05:26:00
108.310478,22.794824,2016-01-06 06:40:00
108.345975,22.811426,2016-01-06 07:00:00
108.32248799999999,22.783476,2016-01-06 07:20:00
108.316682,22.823589000000002,2016-01-06 07:20:00
108.39577,22.831992,2016-01-06 07:30:00
108.32323899999999,22.821773,2016-01-06 07:30:00
108.34378799999999,22.822674,2016-01-06 07:55:00
108.38483000000001,22.816188,2016-01-06 08:00:00
108.312598,22.772697,2016-01-06 08:00:00
108.282255,22.773657,2016-01-06 08:04:00
108.353729,22.825785,2016-01-06 08:15:00
108.335104,22.846973000000002,2016-01-06 08:30:00
108.343593,22.854369000000002,2016-01-06 08:39:00
108.39806000000002,22.811594,2016-01-06 09:20:00
109.27224199999999,22.684128,2016-01-06 09:20:00
108.88653799999999,22.872745000000002,2016-01-06 09:30:00
108.33268500000001,22.825656,2016-01-06 09:35:00
108.319374,22.816951,2016-01-06 09:40:00
108.11784899999999,22.442894,2016-01-06 10:01:00
108.32323899999999,22.821773,2016-01-06 11:20:00
108.43996399999999,22.810859,2016-01-06 12:00:00
108.363275,22.837376000000003,2016-01-06 12:10:00
108.30468700000002,22.794153,2016-01-10 17:00:00
108.329554,22.822788,2016-01-06 12:20:00
108.368095,22.823605999999998,2016-01-06 12:21:00
108.368801,22.805069,2016-01-06 12:25:00
108.485157,22.756081,2016-01-06 13:00:00
108.31263200000001,22.801702,2016-01-06 13:05:00
108.26898999999999,22.759614000000003,2016-01-06 13:08:00
108.339479,22.844451,2016-01-06 13:30:00
108.352319,22.8179,2016-01-06 13:35:00
108.392398,22.822720999999998,2016-01-06 13:40:00
108.43945500000001,22.807662,2016-01-06 14:00:00
108.33611,22.811315,2016-01-06 14:00:00
108.33422,22.824457000000002,2016-01-06 14:00:00
108.32406599999999,22.813968,2016-01-06 14:22:00
108.343197,22.795831,2016-01-06 15:00:00
108.339621,22.806247,2016-01-06 15:25:00
108.369129,22.810725,2016-01-06 15:30:00
108.37036,22.813551999999998,2016-01-06 16:00:00
108.319374,22.816951,2016-01-06 16:00:00
108.34366399999999,22.852346,2016-01-06 16:40:00
108.369592,22.793943,2016-01-06 17:00:00
108.32361100000001,22.814595,2017-03-20 16:00:00
108.418002,22.877839,2016-01-06 17:00:00
108.44518000000001,22.809010999999998,2016-01-06 17:30:00
108.418471,22.877257,2016-01-06 17:40:00
108.375851,22.862667000000002,2016-01-06 17:47:00
108.32866999999999,22.813114000000002,2016-01-06 18:00:00
108.318844,22.815155999999998,2016-01-06 18:00:00
108.376143,22.822906,2016-01-06 18:08:00
108.4103,22.811974,2016-01-06 18:30:00
108.343554,22.821767,2016-01-06 18:30:00
108.363677,22.835741,2016-01-06 19:00:00
108.433854,22.808224,2016-01-06 20:00:00
108.38010200000001,22.824326,2016-01-06 20:00:00
108.340654,22.848437,2016-01-06 20:00:00
108.322493,22.814881,2016-01-06 20:30:00
108.32323899999999,22.821773,2016-01-06 20:40:00
108.376143,22.822906,2016-01-06 21:00:00
108.32361100000001,22.814595,2016-01-06 21:10:00
108.387024,22.828209,2016-01-06 21:30:00
108.320925,22.811854,2016-01-06 21:30:00
108.32536599999999,22.814582,2016-01-06 22:00:00
108.333123,22.841919,2016-01-06 22:00:00
108.489976,22.754623000000002,2016-01-06 22:00:00
108.319405,22.819769,2016-01-06 22:00:00
108.33111299999999,22.828702,2016-01-06 22:20:00
108.387771,22.828506,2016-01-06 22:30:00
108.31936200000001,22.789576,2016-01-06 22:30:00
108.309872,22.788818,2016-01-06 22:30:00
108.34011000000001,22.832223000000003,2016-01-06 23:00:00
108.346544,22.854226,2016-01-06 23:22:00
108.38703100000001,22.828526999999998,2016-01-06 23:30:00
108.334055,22.800462,2016-01-06 23:50:00
108.35581200000001,22.854744,2016-01-07 00:00:00
108.30851499999999,22.765985999999998,2016-01-07 00:00:00
108.3105,22.76566,2016-01-07 00:00:00
109.029068,23.123041,2016-01-07 00:15:00
108.388498,22.817156,2016-01-07 00:30:00
108.388498,22.817156,2016-01-07 02:00:00
108.45983000000001,22.81244,2016-01-07 03:00:00
108.387805,22.81747,2016-01-07 03:00:00
108.327326,22.822259,2016-01-07 03:00:00
108.88190800000001,22.876227,2016-01-07 03:26:00
108.319194,22.789162,2016-01-07 04:00:00
108.44906100000001,22.809721,2016-01-07 06:00:00
108.394478,22.862816,2016-01-07 06:57:00
108.462046,22.807433,2016-01-07 07:00:00
108.236493,22.789956,2016-01-07 07:00:00
108.310478,22.794824,2016-01-07 07:10:00
108.33115,22.801779999999997,2016-01-07 07:30:00
108.289479,22.775132,2016-01-07 07:30:00
108.236493,22.789956,2016-01-07 07:39:00
108.31791899999999,22.821272,2016-01-07 07:55:00
108.27533799999999,22.772903,2016-01-07 08:18:00
108.36657199999999,22.813654,2016-01-07 08:30:00
108.369129,22.810725,2016-01-07 08:38:00
108.3619,22.804298,2016-01-07 09:00:00
108.353729,22.825785,2016-01-07 09:00:00
108.334566,22.795725,2016-01-07 09:00:00
108.221079,22.644353,2016-01-07 09:00:00
108.33468400000001,22.82488,2016-01-07 09:00:00
108.393653,22.813964000000002,2016-01-07 09:22:00
108.33773899999998,22.795842,2016-01-07 09:30:00
108.27725,22.803762,2016-01-07 10:00:00
108.33891200000001,22.796707,2016-01-07 10:20:00
108.229156,22.835403,2016-01-07 11:21:00
108.43073000000001,22.844670999999998,2016-01-07 12:00:00
108.33773899999998,22.795842,2016-01-07 12:00:00
108.32323899999999,22.821773,2016-01-07 12:17:00
108.306358,22.798318,2016-01-07 12:31:00
108.32923799999999,22.807983,2016-01-07 13:38:00
108.322616,22.814188,2016-01-07 13:40:00
108.365531,22.808702,2016-01-12 08:00:00
108.28973,22.797570999999998,2016-01-07 14:00:00
108.39684199999999,22.8953,2016-01-07 14:05:00
108.413702,22.842626,2016-01-07 14:55:00
108.34738700000001,22.823335999999998,2016-01-07 15:00:00
108.418249,22.811086,2016-01-07 15:00:00
108.322616,22.814188,2016-01-07 15:10:00
109.085251,22.95775,2016-01-07 15:14:00
108.33268500000001,22.825656,2016-01-07 15:35:00
108.32398400000001,22.823814000000002,2016-01-07 15:37:00
108.33588400000001,22.817420000000002,2016-01-07 16:00:00
108.34066100000001,22.866166,2016-01-07 16:10:00
108.39577,22.831992,2016-01-07 16:15:00
108.331157,22.793894,2016-01-07 16:20:00
108.369258,22.814239999999998,2016-01-07 16:30:00
108.326825,22.810897,2016-01-07 17:01:00
108.342087,22.822944,2016-01-07 17:03:00
108.39827199999999,22.807504,2016-01-07 18:00:00
108.31086599999999,22.761886999999998,2016-01-07 18:00:00
108.31386200000001,22.805726999999997,2016-01-07 18:05:00
108.323539,22.811211,2016-01-07 18:20:00
108.42124799999999,22.814477,2016-01-07 18:30:00
108.389449,22.817307999999997,2016-01-07 19:30:00
108.32361100000001,22.814595,2016-01-07 19:35:00
108.347393,22.812632999999998,2016-01-07 19:53:00
108.33121899999999,22.80738,2016-01-07 20:00:00
108.449593,22.810013,2016-01-07 20:00:00
108.449023,22.907102,2016-01-07 20:00:00
108.3619,22.804298,2016-01-07 20:05:00
108.34014099999999,22.823654,2016-01-07 20:10:00
108.39787,22.831329999999998,2016-01-07 20:30:00
108.32958400000001,22.821382,2016-01-07 21:30:00
108.322616,22.814188,2016-01-07 21:30:00
108.459347,22.811,2016-01-07 22:00:00
108.41226699999999,22.799207,2016-01-07 22:00:00
108.694056,22.542597,2016-01-07 22:00:00
108.364806,22.803178,2016-01-07 22:10:00
108.461021,22.813482999999998,2016-01-08 00:00:00
108.38491299999998,22.816336,2016-01-08 00:00:00
108.34052199999999,22.775308,2016-01-08 01:00:00
108.38481100000001,22.814215,2016-01-08 01:10:00
108.686683,23.061170999999998,2016-01-08 01:20:00
108.686683,23.061166,2016-01-08 01:28:00
108.686683,23.061170999999998,2016-01-08 01:30:00
108.37551100000002,22.812839999999998,2016-01-08 02:30:00
108.373384,22.811759,2016-01-08 03:17:00
108.41816299999999,22.810373000000002,2016-01-08 07:30:00
108.314256,22.821789000000003,2016-01-08 07:40:00
108.319073,22.821924,2016-01-08 08:00:00
108.322814,22.786327,2016-01-08 08:13:00
108.339946,22.791822,2016-01-08 09:00:00
108.230499,22.611957,2016-01-08 09:00:00
108.31924099999999,22.823373,2016-01-08 09:00:00
108.33158999999999,22.821924,2016-01-08 09:11:00
108.36747700000001,22.81356,2016-01-08 09:30:00
108.31885,22.818621,2016-01-08 09:30:00
108.34376,22.777624,2016-01-08 10:00:00
108.318926,22.77727,2016-01-08 10:00:00
108.32486999999999,22.82827,2016-01-08 10:11:00
108.36199099999999,22.805158,2016-01-08 10:14:00
108.275934,22.760178,2016-01-08 11:00:00
108.32776299999999,22.830022,2016-01-08 11:07:00
108.342102,22.824445,2016-01-08 12:00:00
108.335651,22.850576999999998,2016-01-08 12:00:00
108.353958,22.811783,2016-01-08 12:14:00
108.336593,22.821054999999998,2016-01-08 12:40:00
108.36999499999999,22.81714,2016-01-08 13:49:00
108.323912,22.816678,2016-01-08 13:52:00
108.274666,22.753439,2016-01-08 13:56:00
109.269506,22.683614000000002,2016-01-08 14:30:00
108.33011699999999,22.807865,2016-01-08 14:35:00
108.318228,22.817412,2016-01-08 14:45:00
108.31616100000001,22.817989,2016-01-08 15:08:00
108.31254799999999,22.763607,2016-01-08 15:10:00
108.337326,22.803084,2016-01-08 15:30:00
108.321894,22.81616,2016-01-08 16:20:00
108.40453799999999,22.836662,2016-01-08 17:27:00
109.27433500000001,22.684120999999998,2016-01-08 17:30:00
108.374924,22.810793,2016-01-08 17:45:00
108.37133,22.819236,2016-01-08 18:00:00
108.336279,22.772226,2016-01-08 18:44:00
108.401871,22.826362,2016-01-08 18:51:00
108.364399,22.80692,2016-01-08 19:00:00
108.346379,22.832492000000002,2016-01-08 19:00:00
108.32201599999999,22.818488000000002,2016-01-08 19:00:00
108.304703,22.795537,2016-01-08 19:00:00
108.31781399999998,22.816271,2016-01-08 19:15:00
108.32375,22.813826000000002,2016-01-08 19:30:00
108.322493,22.814881,2016-01-08 19:40:00
108.34091799999999,22.822785999999997,2016-01-08 19:50:00
108.361531,22.796825,2016-01-08 19:56:00
108.331921,22.800056,2016-01-08 20:00:00
108.445047,22.807952,2016-01-08 20:15:00
108.32266200000001,22.815134,2016-01-08 20:15:00
108.31811299999998,22.814184,2016-01-08 20:30:00
108.32582099999999,22.812473,2016-01-08 21:00:00
108.366381,22.822049,2016-01-08 21:00:00
108.338724,22.813945999999998,2016-01-08 21:04:00
108.323196,22.814625,2016-01-08 21:22:00
108.296966,22.794353,2016-01-08 21:29:00
108.48265900000001,22.824432,2016-01-08 22:00:00
108.49495,22.7469,2016-01-08 22:00:00
